Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Column 16,Column 17
2004-08-24T18:30:00Z,17:00:00,1.6,1030,,7.9,897,71,733,73,1591,667,35.3,29.4,1.6577,,
2004-08-24T18:30:00Z,18:00:00,1.3,965,,5.8,801,51,820,54,1503,563,32.5,34.1,1.6453,,
2004-08-24T18:30:00Z,19:00:00,1.4,986,,6.3,824,49,793,53,1541,580,29.1,42.1,1.6695,,
2004-08-24T18:30:00Z,20:00:00,1.4,922,,6.0,811,59,804,69,1433,604,27.8,35.6,1.3116,,
2004-08-24T18:30:00Z,21:00:00,1.3,871,,6.3,823,66,853,77,1345,590,27.0,30.0,1.0542,,
2004-08-24T18:30:00Z,22:00:00,1.4,938,,6.8,848,72,803,83,1479,650,26.3,37.3,1.2555,,
2004-08-24T18:30:00Z,23:00:00,1.5,954,,7.0,854,89,791,94,1474,745,25.2,40.8,1.2877,,
2004-08-25T18:30:00Z,0:00:00,1.5,968,,7.0,856,75,752,84,1484,820,24.3,43.3,1.2973,,
2004-08-25T18:30:00Z,1:00:00,0.9,882,,5.0,763,38,879,55,1388,655,23.3,45.3,1.2794,,
2004-08-25T18:30:00Z,2:00:00,0.6,805,,2.8,636,24,1047,35,1276,519,24.1,44.0,1.3034,,
2004-08-25T18:30:00Z,3:00:00,0.5,789,,2.1,589,,1121,,1257,493,23.8,44.8,1.3061,,
2004-08-25T18:30:00Z,4:00:00,,779,,1.7,559,19,1189,31,1231,486,23.0,47.7,1.3232,,
2004-08-25T18:30:00Z,5:00:00,0.5,841,,2.8,640,40,1070,45,1292,595,23.7,46.7,1.3501,,
2004-08-25T18:30:00Z,6:00:00,1,,,0.0,,63,,59,,,,,,,
2004-08-25T18:30:00Z,7:00:00,1.9,,,0.0,,121,,83,,,,,,,
2004-08-25T18:30:00Z,8:00:00,2.6,,,0.0,,143,,90,,,,,,,
2004-08-25T18:30:00Z,9:00:00,1.7,,,0.0,,104,,87,,,,,,,
2004-08-25T18:30:00Z,10:00:00,1.7,,,0.0,,111,,83,,,,,,,
2004-08-25T18:30:00Z,11:00:00,1.4,,,0.0,,83,,71,,,,,,,
2004-08-25T18:30:00Z,12:00:00,1.6,,,0.0,,90,,77,,,,,,,
2004-08-25T18:30:00Z,13:00:00,1.3,,,0.0,,82,,75,,,,,,,
2004-08-25T18:30:00Z,14:00:00,0.9,,,0.0,,48,,52,,,,,,,
2004-08-25T18:30:00Z,15:00:00,1.4,,,0.0,,89,,76,,,,,,,
2004-08-25T18:30:00Z,16:00:00,1,,,0.0,,58,,60,,,,,,,
2004-08-25T18:30:00Z,17:00:00,2.2,,,0.0,,129,,99,,,,,,,
2004-08-25T18:30:00Z,18:00:00,1.9,,,0.0,,103,,88,,,,,,,
2004-08-25T18:30:00Z,19:00:00,2.1,,,0.0,,115,,91,,,,,,,
2004-08-25T18:30:00Z,20:00:00,1.7,,,0.0,,108,,91,,,,,,,
2004-08-25T18:30:00Z,21:00:00,1,,,0.0,,60,,68,,,,,,,
2004-08-25T18:30:00Z,22:00:00,1.1,,,0.0,,68,,71,,,,,,,
2004-08-25T18:30:00Z,23:00:00,0.7,,,0.0,,36,,49,,,,,,,
2004-08-26T18:30:00Z,0:00:00,1.3,,,0.0,,81,,71,,,,,,,
2004-08-26T18:30:00Z,1:00:00,1.3,,,0.0,,91,,76,,,,,,,
2004-08-26T18:30:00Z,2:00:00,1,,,0.0,,65,,67,,,,,,,
2004-08-26T18:30:00Z,3:00:00,0.7,,,0.0,,,,,,,,,,,
2004-08-26T18:30:00Z,4:00:00,0.6,,,0.0,,46,,58,,,,,,,
2004-08-26T18:30:00Z,5:00:00,0.7,,,0.0,,71,,53,,,,,,,
2004-08-26T18:30:00Z,6:00:00,1.1,,,0.0,,92,,52,,,,,,,
2004-08-26T18:30:00Z,7:00:00,2.4,,,0.0,,201,,68,,,,,,,
2004-08-26T18:30:00Z,8:00:00,2.4,,,0.0,,169,,69,,,,,,,
2004-08-26T18:30:00Z,9:00:00,2.3,,,0.0,,158,,83,,,,,,,
2004-08-26T18:30:00Z,10:00:00,2.2,,,0.0,,147,,99,,,,,,,
2004-08-26T18:30:00Z,11:00:00,1.8,,,0.0,,119,,101,,,,,,,
2004-08-26T18:30:00Z,12:00:00,2,,,0.0,,114,,104,,,,,,,
2004-08-26T18:30:00Z,13:00:00,1.5,,,0.0,,92,,89,,,,,,,
2004-08-26T18:30:00Z,14:00:00,1.4,,,0.0,,82,,88,,,,,,,
2004-08-26T18:30:00Z,15:00:00,1.5,,,0.0,,85,,89,,,,,,,
2004-08-26T18:30:00Z,16:00:00,1.6,,,0.0,,96,,92,,,,,,,
2004-08-26T18:30:00Z,17:00:00,1.9,,,0.0,,104,,109,,,,,,,
2004-08-26T18:30:00Z,18:00:00,2,,,0.0,,101,,107,,,,,,,
2004-08-26T18:30:00Z,19:00:00,2.3,,,0.0,,128,,116,,,,,,,
2004-08-26T18:30:00Z,20:00:00,2.4,,,0.0,,147,,124,,,,,,,
2004-08-26T18:30:00Z,21:00:00,1.8,,,0.0,,115,,112,,,,,,,
2004-08-26T18:30:00Z,22:00:00,1.7,,,0.0,,97,,99,,,,,,,
2004-08-26T18:30:00Z,23:00:00,1.2,,,0.0,,74,,85,,,,,,,
2004-08-27T18:30:00Z,0:00:00,0.8,,,0.0,,50,,69,,,,,,,
2004-08-27T18:30:00Z,1:00:00,0.7,,,0.0,,41,,58,,,,,,,
2004-08-27T18:30:00Z,2:00:00,0.6,,,0.0,,36,,49,,,,,,,
2004-08-27T18:30:00Z,3:00:00,0.6,834,,3.8,699,,911,,1360,796,19.8,59.3,1.3505,,
2004-08-27T18:30:00Z,4:00:00,0.6,791,,2.5,620,40,1015,56,1322,714,20.0,59.3,1.3681,,
2004-08-27T18:30:00Z,5:00:00,0.4,748,,1.7,558,25,1144,33,1254,583,22.5,48.6,1.3077,,
2004-08-27T18:30:00Z,6:00:00,0.5,802,,3.4,675,38,974,39,1302,676,19.5,57.0,1.2739,,
2004-08-27T18:30:00Z,7:00:00,0.7,818,,4.3,725,38,921,43,1329,684,19.6,56.1,1.2651,,
2004-08-27T18:30:00Z,8:00:00,1.2,931,,7.1,861,75,767,62,1483,893,20.7,53.3,1.287,,
2004-08-27T18:30:00Z,9:00:00,1.7,976,,8.3,913,104,744,81,1511,977,24.7,41.8,1.2839,,
2004-08-27T18:30:00Z,10:00:00,1.8,1011,,9.1,944,134,733,102,1570,1033,29.9,30.5,1.2616,,
2004-08-27T18:30:00Z,11:00:00,1.5,975,,7.7,886,85,828,86,1477,736,32.3,27.2,1.2933,,
2004-08-27T18:30:00Z,12:00:00,1.2,957,,7.2,867,30,827,37,1467,660,34.3,24.5,1.3021,,
2004-08-27T18:30:00Z,13:00:00,1.1,902,,5.8,804,49,886,64,1361,580,33.4,22.5,1.1398,,
2004-08-27T18:30:00Z,14:00:00,,853,,3.5,684,,1019,,1294,456,32.7,22.8,1.1069,,
2004-08-27T18:30:00Z,15:00:00,,890,,4.7,749,,952,,1331,482,34.5,20.5,1.1028,,
2004-08-27T18:30:00Z,16:00:00,,962,,6.7,845,,877,,1379,574,35.9,20.3,1.18,,
2004-08-27T18:30:00Z,17:00:00,,1027,,8.9,934,,785,,1480,707,35.8,23.0,1.3323,,
2004-08-27T18:30:00Z,18:00:00,,1031,,8.0,900,,774,,1502,628,33.5,29.0,1.4797,,
2004-08-27T18:30:00Z,19:00:00,,1086,,9.0,937,,689,,1612,746,29.8,39.6,1.6324,,
2004-08-27T18:30:00Z,20:00:00,,1028,,7.1,862,,727,,1538,733,27.9,43.1,1.6004,,
2004-08-27T18:30:00Z,21:00:00,,1069,,8.8,931,,684,,1648,846,27.3,44.5,1.5885,,
2004-08-27T18:30:00Z,22:00:00,,1059,,8.4,913,,696,,1616,895,26.0,47.6,1.5806,,
2004-08-27T18:30:00Z,23:00:00,,1125,,9.3,952,,646,,1689,994,25.3,52.9,1.6765,,
2004-08-28T18:30:00Z,0:00:00,,1062,,6.4,828,,713,,1592,845,24.5,56.3,1.7026,,
2004-08-28T18:30:00Z,1:00:00,,1048,,6.9,852,,698,,1605,882,23.5,59.8,1.7141,,
2004-08-28T18:30:00Z,2:00:00,,999,,7.3,871,,710,,1579,909,22.6,62.6,1.6945,,
2004-08-28T18:30:00Z,3:00:00,,946,,5.9,807,,767,,1536,850,21.8,64.6,1.6721,,
2004-08-28T18:30:00Z,4:00:00,,904,,4.8,752,,809,,1528,765,21.0,66.9,1.6454,,
2004-08-28T18:30:00Z,5:00:00,,894,,3.5,680,,842,,1476,765,21.2,66.4,1.6468,,
2004-08-28T18:30:00Z,6:00:00,,874,,3.0,653,,897,,1462,752,21.0,66.5,1.6344,,
2004-08-28T18:30:00Z,7:00:00,,869,,2.8,637,,946,,1444,715,21.3,64.1,1.6043,,
2004-08-28T18:30:00Z,8:00:00,,951,,4.8,755,,808,,1518,825,22.7,58.1,1.5856,,
2004-08-28T18:30:00Z,9:00:00,,948,,3.9,705,,859,,1459,691,25.1,51.8,1.6304,,
2004-08-28T18:30:00Z,10:00:00,,1028,,6.9,853,,776,,1560,760,29.5,39.0,1.5868,,
2004-08-28T18:30:00Z,11:00:00,,1003,,6.8,848,,800,,1510,709,32.3,31.8,1.5128,,
2004-08-28T18:30:00Z,12:00:00,,933,,5.0,763,,872,,1435,567,33.6,28.9,1.4792,,
2004-08-28T18:30:00Z,13:00:00,,871,,4.0,709,,956,,1376,493,31.9,28.2,1.3116,,
2004-08-28T18:30:00Z,14:00:00,,852,,3.5,684,,981,,1343,476,32.5,25.9,1.2437,,
2004-08-28T18:30:00Z,15:00:00,,880,,4.1,715,,955,,1352,501,34.1,23.4,1.2307,,
2004-08-28T18:30:00Z,16:00:00,,942,,5.4,782,,897,,1397,568,36.2,21.4,1.2664,,
2004-08-28T18:30:00Z,17:00:00,,1038,,8.6,924,,746,,1533,714,35.6,22.6,1.2984,,
2004-08-28T18:30:00Z,18:00:00,,1042,,8.8,932,,752,,1529,717,33.6,25.7,1.3101,,
2004-08-28T18:30:00Z,19:00:00,,1181,,13.7,1106,,589,,1807,934,29.9,35.2,1.4603,,
2004-08-28T18:30:00Z,20:00:00,,1115,,11.8,1044,,612,,1693,954,28.3,39.2,1.4826,,
2004-08-28T18:30:00Z,21:00:00,,1062,,8.6,922,,696,,1601,838,27.0,43.0,1.5118,,
2004-08-28T18:30:00Z,22:00:00,,1084,,9.2,947,,679,,1634,880,26.2,46.8,1.5669,,
2004-08-28T18:30:00Z,23:00:00,,1160,,12.2,1057,,613,,1764,1026,25.1,51.5,1.621,,
2004-08-29T18:30:00Z,0:00:00,,1052,,7.8,890,,690,,1588,897,24.1,55.3,1.6363,,
2004-08-29T18:30:00Z,1:00:00,,955,,4.5,739,,830,,1474,717,23.8,57.8,1.677,,
2004-08-29T18:30:00Z,2:00:00,,858,,2.9,645,,951,,1376,607,23.7,56.2,1.6255,,
2004-08-29T18:30:00Z,3:00:00,,812,,1.8,565,,1122,,1327,500,24.8,52.2,1.6086,,
2004-08-29T18:30:00Z,4:00:00,,815,,1.7,564,,1126,,1350,541,22.9,59.4,1.6353,,
2004-08-29T18:30:00Z,5:00:00,,901,,3.9,706,,877,,1463,708,22.0,62.3,1.6266,,
2004-08-29T18:30:00Z,6:00:00,,1017,,7.6,884,,725,,1608,884,21.5,64.0,1.6256,,
2004-08-29T18:30:00Z,7:00:00,,1335,,23.3,1384,,477,,2133,1357,22.6,60.3,1.6287,,
2004-08-29T18:30:00Z,8:00:00,,1392,,30.7,1566,,416,,2380,1561,23.8,56.5,1.64,,
2004-08-29T18:30:00Z,9:00:00,,1270,,20.4,1308,,517,,2007,1410,25.7,50.6,1.6475,,
2004-08-29T18:30:00Z,10:00:00,,1169,,13.7,1107,,606,,1817,1174,27.8,45.4,1.6751,,
2004-08-29T18:30:00Z,11:00:00,,1142,,11.8,1043,,643,,1746,1078,29.9,39.6,1.6397,,
2004-08-29T18:30:00Z,12:00:00,,1084,,10.1,979,,678,,1653,922,31.6,34.7,1.589,,
2004-08-29T18:30:00Z,13:00:00,,1051,,9.3,949,,715,,1644,748,31.5,34.4,1.5665,,
2004-08-29T18:30:00Z,14:00:00,,1020,,7.6,881,,764,,1553,635,31.2,35.0,1.5669,,
2004-08-29T18:30:00Z,15:00:00,,1110,,13.1,1088,,634,,1718,883,33.0,31.4,1.5583,,
2004-08-29T18:30:00Z,16:00:00,,1125,,12.2,1055,,645,,1715,929,33.8,29.2,1.5143,,
2004-08-29T18:30:00Z,17:00:00,,1098,,11.9,1047,,656,,1710,779,33.0,29.5,1.4613,,
2004-08-29T18:30:00Z,18:00:00,,1131,,14.1,1120,,610,,1757,905,32.3,30.2,1.4347,,
2004-08-29T18:30:00Z,19:00:00,,1076,,11.3,1024,,628,,1676,772,28.4,38.4,1.4616,,
2004-08-29T18:30:00Z,20:00:00,,1075,,10.3,988,,647,,1649,883,26.9,43.2,1.5052,,
2004-08-29T18:30:00Z,21:00:00,,1070,,10.8,1007,,655,,1648,962,26.0,43.6,1.4407,,
2004-08-29T18:30:00Z,22:00:00,,1052,,9.4,955,,674,,1580,987,25.0,47.6,1.4872,,
2004-08-29T18:30:00Z,23:00:00,,987,,7.1,862,,735,,1539,892,24.6,50.9,1.5508,,
2004-08-30T18:30:00Z,0:00:00,,926,,5.1,768,,835,,1466,801,24.0,55.6,1.6381,,
2004-08-30T18:30:00Z,1:00:00,,924,,4.7,748,,825,,1482,738,23.5,58.3,1.6672,,
2004-08-30T18:30:00Z,2:00:00,,869,,2.9,648,,952,,1400,644,22.7,60.8,1.6519,,
2004-08-30T18:30:00Z,3:00:00,,832,,2.1,593,,1048,,1347,557,24.1,55.5,1.6481,,
2004-08-30T18:30:00Z,4:00:00,,854,,2.9,645,,954,,1398,601,22.5,60.9,1.6424,,
2004-08-30T18:30:00Z,5:00:00,,912,,4.3,726,,860,,1486,737,22.0,64.5,1.6847,,
2004-08-30T18:30:00Z,6:00:00,,975,,6.6,840,,755,,1554,884,22.3,62.9,1.6754,,
2004-08-30T18:30:00Z,7:00:00,,1309,,21.0,1323,,504,,2098,1359,23.1,60.0,1.6711,,
2004-08-30T18:30:00Z,8:00:00,,1332,,26.2,1459,,443,,2230,1455,24.7,55.1,1.6872,,
2004-08-30T18:30:00Z,9:00:00,,1209,,16.1,1181,,546,,1911,1255,27.7,46.1,1.6852,,
2004-08-30T18:30:00Z,10:00:00,,1179,,15.3,1156,,568,,1874,1202,29.8,38.8,1.6029,,
2004-08-30T18:30:00Z,11:00:00,,1203,,16.5,1195,,552,,1883,1249,31.5,32.6,1.478,,
2004-08-30T18:30:00Z,12:00:00,,1142,,14.1,1118,,610,,1769,1102,31.8,30.5,1.4083,,
2004-08-30T18:30:00Z,13:00:00,,1120,,12.2,1057,,626,,1716,1049,31.4,31.8,1.441,,
2004-08-30T18:30:00Z,14:00:00,2.9,1030,,8.9,935,,725,,1582,790,32.5,28.7,1.3796,,
2004-08-30T18:30:00Z,15:00:00,1.9,1057,,11.0,1016,209,673,101,1625,831,33.8,25.8,1.3338,,
2004-08-30T18:30:00Z,16:00:00,1.4,1040,,7.6,882,132,755,71,1560,635,34.5,28.6,1.5393,,
2004-08-30T18:30:00Z,17:00:00,2,1093,,10.1,981,166,666,82,1675,733,32.7,33.0,1.5987,,
2004-08-30T18:30:00Z,18:00:00,2.7,1184,,14.1,1119,243,594,104,1806,911,31.4,35.4,1.5972,,
2004-08-30T18:30:00Z,19:00:00,2.8,1179,,14.1,1121,247,568,105,1816,947,27.7,43.5,1.592,,
2004-08-30T18:30:00Z,20:00:00,2,1078,,10.3,987,165,632,87,1694,899,26.2,47.8,1.5979,,
2004-08-30T18:30:00Z,21:00:00,2.1,1095,,11.5,1031,187,620,98,1730,984,25.7,48.7,1.5825,,
2004-08-30T18:30:00Z,22:00:00,2,1072,,10.9,1009,206,639,105,1655,954,25.2,50.1,1.58,,
2004-08-30T18:30:00Z,23:00:00,1.8,1062,,10.4,991,200,655,104,1672,966,24.4,53.4,1.6031,,
2004-08-31T18:30:00Z,0:00:00,1.9,1046,,9.5,960,189,670,96,1636,898,23.7,55.4,1.6031,,
2004-08-31T18:30:00Z,1:00:00,1.3,953,,7.0,857,136,741,79,1544,779,22.8,58.5,1.5992,,
2004-08-31T18:30:00Z,2:00:00,0.7,864,,3.3,672,83,946,61,1412,636,22.8,58.5,1.5985,,
2004-08-31T18:30:00Z,3:00:00,0.5,829,,2.6,627,,994,,1377,577,22.3,59.7,1.5889,,
2004-08-31T18:30:00Z,4:00:00,0.5,837,,2.8,638,72,963,48,1391,595,20.8,64.9,1.571,,
2004-08-31T18:30:00Z,5:00:00,0.6,913,,4.3,727,121,801,63,1417,886,19.7,66.8,1.5184,,
2004-08-31T18:30:00Z,6:00:00,1.3,1039,,8.5,920,268,687,92,1555,1115,19.8,64.3,1.4678,,
2004-08-31T18:30:00Z,7:00:00,3.6,1252,,20.9,1320,451,499,99,2001,1373,20.6,62.3,1.4915,,
2004-08-31T18:30:00Z,8:00:00,4.9,1410,,35.2,1669,458,392,117,2555,1643,23.2,54.0,1.5143,,
2004-08-31T18:30:00Z,9:00:00,3.9,1217,,18.7,1260,487,532,142,1940,1375,26.3,43.1,1.4542,,
2004-08-31T18:30:00Z,10:00:00,2.2,1113,,12.8,1077,319,632,121,1705,1198,29.1,35.4,1.4008,,
2004-08-31T18:30:00Z,11:00:00,1.9,1025,,11.2,1019,269,688,122,1603,991,30.0,31.6,1.3176,,
2004-08-31T18:30:00Z,12:00:00,2.2,1050,,13.3,1094,224,646,108,1675,966,32.4,26.3,1.2594,,
2004-08-31T18:30:00Z,13:00:00,2,1026,,11.3,1023,162,700,80,1587,814,31.3,29.1,1.3054,,
2004-08-31T18:30:00Z,14:00:00,1.7,996,,10.4,992,189,722,93,1579,726,31.1,28.6,1.2718,,
2004-08-31T18:30:00Z,15:00:00,2,1027,,12.3,1059,213,685,108,1601,805,33.3,24.4,1.232,,
2004-08-31T18:30:00Z,16:00:00,2.1,1029,,12.3,1060,245,705,118,1588,851,35.5,21.2,1.2022,,
2004-08-31T18:30:00Z,17:00:00,3.2,1132,,19.4,1279,341,595,149,1791,1093,34.6,22.0,1.189,,
2004-08-31T18:30:00Z,18:00:00,4,1180,,21.5,1338,382,566,171,1867,1211,33.3,23.6,1.1842,,
2004-08-31T18:30:00Z,19:00:00,4.4,1260,,25.7,1445,358,527,154,2061,1345,30.0,28.5,1.1896,,
2004-08-31T18:30:00Z,20:00:00,3,1092,,14.5,1133,288,599,122,1708,1200,28.0,33.0,1.2264,,
2004-08-31T18:30:00Z,21:00:00,2.2,1068,,11.4,1028,252,649,126,1611,1191,27.2,37.4,1.3279,,
2004-08-31T18:30:00Z,22:00:00,1.7,1030,,9.5,958,201,699,121,1559,1074,26.6,39.9,1.3657,,
2004-08-31T18:30:00Z,23:00:00,1.9,1054,,11.6,1037,225,634,125,1631,1161,25.3,41.7,1.3247,,
2004-09-01T18:30:00Z,0:00:00,2,1060,,11.4,1029,242,621,126,1662,1210,24.3,44.7,1.3432,,
2004-09-01T18:30:00Z,1:00:00,1.5,961,,7.5,880,167,726,96,1484,1049,24.4,45.6,1.3779,,
2004-09-01T18:30:00Z,2:00:00,0.8,873,,5.3,776,99,845,73,1415,872,23.1,49.9,1.3891,,
2004-09-01T18:30:00Z,3:00:00,0.6,832,,3.1,661,,976,,1312,765,22.7,51.3,1.3977,,
2004-09-01T18:30:00Z,4:00:00,0.6,834,,4.0,708,87,906,65,1348,834,21.8,54.1,1.4004,,
2004-09-01T18:30:00Z,5:00:00,0.7,864,,4.6,744,164,866,90,1393,900,21.0,56.9,1.3999,,
2004-09-01T18:30:00Z,6:00:00,0.8,902,,5.8,803,87,819,58,1470,852,21.8,55.5,1.4323,,
2004-09-01T18:30:00Z,7:00:00,2.9,1235,,20.0,1297,93,542,27,1996,1320,21.6,57.2,1.4607,,
2004-09-01T18:30:00Z,8:00:00,5.2,1463,,30.0,1552,417,418,67,2366,1737,22.8,54.2,1.4886,,
2004-09-01T18:30:00Z,9:00:00,3.3,1257,,18.7,1260,406,513,96,1940,1603,26.2,45.0,1.5098,,
2004-09-01T18:30:00Z,10:00:00,,1202,,15.8,1173,,576,,1823,1425,30.8,34.8,1.5165,,
2004-09-01T18:30:00Z,11:00:00,,1156,,14.3,1127,,615,,1767,1294,34.1,28.8,1.5105,,
2004-09-01T18:30:00Z,12:00:00,,1105,,14.4,1129,,623,,1726,1093,35.9,24.7,1.437,,
2004-09-01T18:30:00Z,13:00:00,,1008,,11.6,1036,,696,,1587,803,33.7,25.1,1.2915,,
2004-09-01T18:30:00Z,14:00:00,,1010,,11.1,1016,,704,,1569,737,34.4,24.0,1.279,,
2004-09-01T18:30:00Z,15:00:00,,1049,,13.5,1100,,667,,1635,870,36.4,20.3,1.214,,
2004-09-01T18:30:00Z,16:00:00,,1052,,13.7,1108,,693,,1570,873,38.7,17.3,1.1729,,
2004-09-01T18:30:00Z,17:00:00,,1088,,15.3,1158,,666,,1625,889,37.2,18.9,1.1774,,
2004-09-01T18:30:00Z,18:00:00,,1248,,26.0,1454,,550,,1917,1598,36.1,20.0,1.1767,,
2004-09-01T18:30:00Z,19:00:00,,1374,,28.6,1516,,489,,2069,1704,32.8,29.4,1.4344,,
2004-09-01T18:30:00Z,20:00:00,,1213,,17.0,1209,,571,,1809,1424,30.0,35.9,1.4958,,
2004-09-01T18:30:00Z,21:00:00,,1108,,12.0,1050,,639,,1615,1199,28.7,38.2,1.4794,,
2004-09-01T18:30:00Z,22:00:00,,1071,,10.1,981,,649,,1557,1099,28.1,40.4,1.512,,
2004-09-01T18:30:00Z,23:00:00,,1043,,9.7,966,,672,,1539,1132,27.4,41.4,1.4877,,
2004-09-02T18:30:00Z,0:00:00,,1045,,9.6,964,,666,,1553,1139,26.4,44.0,1.4919,,
2004-09-02T18:30:00Z,1:00:00,,1004,,8.5,920,,699,,1495,1091,24.9,47.9,1.4855,,
2004-09-02T18:30:00Z,2:00:00,,943,,5.7,796,,784,,1406,1021,24.0,50.3,1.476,,
2004-09-02T18:30:00Z,3:00:00,,868,,3.1,656,,921,,1355,764,25.2,47.9,1.5129,,
2004-09-02T18:30:00Z,4:00:00,,849,,2.7,631,,954,,1316,802,24.2,50.6,1.5011,,
2004-09-02T18:30:00Z,5:00:00,,872,,3.3,667,,911,,1354,744,23.1,55.0,1.5357,,
2004-09-02T18:30:00Z,6:00:00,,904,,5.1,766,,841,,1437,817,22.9,56.2,1.5522,,
2004-09-02T18:30:00Z,7:00:00,,1248,,18.0,1239,,540,,1953,1284,22.0,59.3,1.5523,,
2004-09-02T18:30:00Z,8:00:00,,1488,,34.5,1652,,387,,2537,1781,23.7,54.0,1.5627,,
2004-09-02T18:30:00Z,9:00:00,,1300,,20.0,1296,,489,,1988,1638,26.7,45.7,1.5747,,
2004-09-02T18:30:00Z,10:00:00,,1311,,18.9,1266,,524,,1941,1661,31.4,34.5,1.5599,,
2004-09-02T18:30:00Z,11:00:00,,1232,,17.0,1210,,564,,1831,1477,34.5,28.5,1.5324,,
2004-09-02T18:30:00Z,12:00:00,,1113,,13.4,1095,,635,,1635,1049,36.4,23.6,1.4064,,
2004-09-02T18:30:00Z,13:00:00,,1047,,11.2,1021,,698,,1570,846,35.1,23.2,1.2884,,
2004-09-02T18:30:00Z,14:00:00,,1053,,11.6,1035,,696,,1584,830,35.7,22.2,1.2765,,
2004-09-02T18:30:00Z,15:00:00,,1104,,13.5,1101,,669,,1608,1480,37.6,19.6,1.2534,,
2004-09-02T18:30:00Z,16:00:00,,1129,,13.9,1112,,673,,1622,1126,38.8,17.6,1.1979,,
2004-09-02T18:30:00Z,17:00:00,4.6,1228,,21.9,1348,,564,,1829,1445,39.3,16.0,1.1138,,
2004-09-02T18:30:00Z,18:00:00,4.3,1347,,23.2,1381,,528,,1961,1542,37.0,23.6,1.4639,,
2004-09-02T18:30:00Z,19:00:00,4.9,1424,,24.5,1417,,487,,2091,1674,33.2,30.1,1.5095,,
2004-09-02T18:30:00Z,20:00:00,4,1305,,16.3,1187,,545,,1843,1523,31.0,33.1,1.462,,
2004-09-02T18:30:00Z,21:00:00,2.6,1179,,13.1,1088,,618,,1662,1339,29.5,33.4,1.3562,,
2004-09-02T18:30:00Z,22:00:00,1.3,1029,,8.1,903,,708,,1459,991,29.1,36.7,1.4502,,
2004-09-02T18:30:00Z,23:00:00,1.5,1080,,8.1,901,,701,,1516,1048,27.8,40.7,1.5002,,
2004-09-03T18:30:00Z,0:00:00,2.2,1196,,11.4,1029,,600,,1627,1361,26.0,45.3,1.4999,,
2004-09-03T18:30:00Z,1:00:00,1.2,1005,,6.7,844,,737,,1430,977,25.8,45.4,1.487,,
2004-09-03T18:30:00Z,2:00:00,0.9,987,,6.2,819,,771,,1400,934,25.4,45.9,1.4684,,
2004-09-03T18:30:00Z,3:00:00,0.8,958,,4.5,735,,815,,1408,906,25.2,46.4,1.464,,
2004-09-03T18:30:00Z,4:00:00,0.8,962,,4.7,747,,812,,1431,912,23.0,52.7,1.4568,,
2004-09-03T18:30:00Z,5:00:00,0.8,958,,4.6,743,,808,,1419,902,22.1,54.5,1.4337,,
2004-09-03T18:30:00Z,6:00:00,1,975,,5.3,780,,795,,1466,898,22.5,53.6,1.4422,,
2004-09-03T18:30:00Z,7:00:00,1.7,1087,,9.1,945,,636,,1613,1164,22.0,55.4,1.4436,,
2004-09-03T18:30:00Z,8:00:00,1.9,1159,,11.0,1015,,594,,1681,1260,23.4,51.6,1.4639,,
2004-09-03T18:30:00Z,9:00:00,2,1156,,10.3,987,,614,,1634,1249,26.7,43.0,1.4808,,
2004-09-03T18:30:00Z,10:00:00,2.2,1202,,11.2,1020,,649,,1644,1226,31.3,32.9,1.4771,,
2004-09-03T18:30:00Z,11:00:00,2.3,1226,,12.9,1080,,622,,1697,1188,34.8,27.1,1.4837,,
2004-09-03T18:30:00Z,12:00:00,2.3,1181,,13.2,1091,,638,,1636,1071,38.3,21.5,1.4263,,
2004-09-03T18:30:00Z,13:00:00,1.8,1061,,9.8,968,,728,,1459,782,37.1,21.2,1.3107,,
2004-09-03T18:30:00Z,14:00:00,1.4,1012,,7.9,896,,797,,1350,593,37.3,20.3,1.2771,,
2004-09-03T18:30:00Z,15:00:00,1.6,1028,,8.3,913,,787,,1373,606,38.3,19.3,1.2736,,
2004-09-03T18:30:00Z,16:00:00,2.3,1143,,11.9,1045,,681,,1563,878,40.7,17.0,1.2793,,
2004-09-03T18:30:00Z,17:00:00,2.4,1158,,12.3,1059,,664,,1579,944,39.5,18.5,1.3076,,
2004-09-03T18:30:00Z,18:00:00,2.1,1113,,10.0,978,,704,,1537,945,36.6,22.6,1.3664,,
2004-09-03T18:30:00Z,19:00:00,1.8,1099,,9.1,943,,730,,1524,881,32.8,28.2,1.3842,,
2004-09-03T18:30:00Z,20:00:00,1.7,1036,,7.8,889,,765,,1407,735,30.7,30.7,1.3338,,
2004-09-03T18:30:00Z,21:00:00,1.9,1054,,10.3,988,,719,,1489,874,30.1,28.7,1.2052,,
2004-09-03T18:30:00Z,22:00:00,1.6,979,,8.0,901,,811,,1368,731,29.7,25.4,1.044,,
2004-09-03T18:30:00Z,23:00:00,2.6,1083,,13.3,1093,,706,,1536,925,29.6,24.3,0.9889,,
2004-09-04T18:30:00Z,0:00:00,5.8,1398,,30.3,1558,,473,,2051,1652,28.0,29.1,1.0846,,
2004-09-04T18:30:00Z,1:00:00,3,1193,,18.5,1255,,555,,1693,1452,27.2,33.3,1.1788,,
