CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AirQualityCategory
0.8,888.0,1.9,574.0,51.5,1680.0,61.5,1187.0,512.0,7.0,62.3,0.6261,Good
2.1,1036.0,11.9,1046.0,177.0,838.0,109.0,1762.0,1003.0,28.8,29.1,1.1349,Moderate
1.0,937.0,3.9,706.0,47.0,1176.0,51.0,1319.0,641.0,13.0,47.9,0.7116,Good
1.5,987.0,9.0,941.0,361.0,800.0,99.0,1398.0,1034.0,14.4,60.3,0.9802,Moderate
1.9,983.0,8.3,913.0,326.0,761.0,127.0,929.0,990.0,14.1,18.1,0.2884,Moderate
2.1,1109.0,9.2,948.0,96.0,849.0,79.0,1733.0,841.0,15.9,70.7,1.2672,Moderate
2.4,1141.0,12.1,1053.0,136.0,753.0,105.0,1813.0,979.0,20.4,54.0,1.2757,Moderate
1.1,1040.0,3.1,659.0,211.0,908.0,118.0,1187.0,791.0,10.6,82.1,1.0451,Good
1.6,1095.0,8.6,923.0,109.0,842.0,98.0,1735.0,998.0,29.3,35.9,1.4411,Moderate
0.9,1062.0,5.1,770.0,96.0,779.0,48.0,1449.0,921.0,21.3,63.9,1.5951,Good
2.7,1319.0,11.6,1034.0,184.0,902.0,112.0,1720.0,990.0,8.7,74.6,0.8429,Moderate
2.1,1421.0,15.8,1174.0,471.0,473.0,163.0,1647.0,1483.0,21.1,47.8,1.1813,Moderate
1.9,1004.0,6.4,829.0,242.0,779.0,71.0,1246.0,944.0,11.6,79.7,1.0858,Good
1.6,1050.0,8.5,920.0,91.0,743.0,70.0,1682.0,851.0,31.3,39.5,1.7798,Moderate
2.1,1206.0,10.2,986.0,143.0,1034.0,113.0,1537.0,959.0,15.0,36.5,0.6195,Moderate
1.8,1044.0,8.3,909.0,89.0,947.0,95.0,1597.0,623.0,23.7,37.2,1.0746,Moderate
1.4,928.0,6.3,824.0,115.0,991.0,87.0,1561.0,692.0,22.4,43.6,1.1637,Good
3.9,1467.0,19.8,1292.0,210.0,697.0,138.0,1942.0,1438.0,15.4,51.4,0.8956,Poor
2.2,1378.0,12.5,1067.0,171.0,898.0,139.0,1662.0,1373.0,23.8,28.2,0.8219,Moderate
2.2,1127.0,13.0,1082.0,95.0,675.0,105.0,1817.0,1066.0,30.1,37.7,1.5799,Moderate
4.9,1412.0,18.4,1251.0,645.0,478.0,239.0,1504.0,1681.0,16.1,38.7,0.7023,Poor
1.5,1082.0,6.5,833.0,174.0,746.0,64.0,1561.0,990.0,23.1,70.8,1.98,Good
2.9,1314.0,18.7,1261.0,341.0,535.0,88.0,1829.0,1554.0,22.3,60.6,1.6069,Poor
2.0851233094669848,1234.0,16.8,1205.0,142.0,658.0,149.0,1781.0,1159.0,39.6,17.0,1.2064,Poor
1.6,1075.0,7.5,877.0,169.0,733.0,78.0,1495.0,947.0,17.7,78.8,1.5855,Good
2.2,1331.0,8.6,923.0,144.0,951.0,98.0,1613.0,1225.0,14.5,53.1,0.8728,Moderate
2.7,1156.0,8.2,909.0,456.0,684.0,250.0,1022.0,1384.0,4.1,55.0,0.4558,Moderate
0.9,1038.0,3.8,700.0,184.0,759.0,109.0,1101.0,939.0,10.1,64.3,0.7934,Good
0.2,815.0,5.2,773.0,43.0,1113.0,55.0,1374.0,711.0,17.0,47.7,0.9185,Good
1.3,965.0,4.3,729.0,204.0,799.0,127.0,1038.0,652.0,16.1,41.5,0.7559,Good
1.8,1267.0,7.6,882.0,103.0,952.0,82.0,1616.0,905.0,19.4,46.1,1.0249,Good
1.1,1027.0,3.5,683.0,131.0,787.0,94.0,1148.0,665.0,13.2,64.8,0.9801,Good
1.1,936.0,6.8,849.0,127.0,797.0,56.0,1380.0,947.0,20.4,61.1,1.4495,Good
2.3,1031.0,9.3,952.0,449.0,832.0,166.0,1025.0,1198.0,5.9,44.7,0.4186,Moderate
1.9,958.0,7.4,875.0,420.0,797.0,190.0,863.0,1005.0,13.7,17.4,0.2715,Good
1.7,1055.0,9.0,941.0,100.0,844.0,110.0,1647.0,931.0,35.2,24.8,1.3854,Moderate
0.9,806.0,3.8,702.0,59.0,1051.0,28.0,1035.0,499.0,17.2,33.9,0.6591,Good
3.1,1375.0,12.8,1075.0,495.0,554.0,180.0,1376.0,1599.0,12.9,59.0,0.8736,Moderate
2.0851233094669848,1022.0,6.8,847.0,120.0,829.0,102.0,1662.0,916.0,25.4,48.5,1.5507,Good
2.5,1151.0,9.5,959.0,373.0,688.0,114.0,1231.0,1231.0,9.3,64.5,0.7554,Moderate
1.3,1079.0,4.3,727.0,174.0,723.0,92.0,1275.0,1009.0,16.5,63.8,1.1896,Good
1.7,1221.0,8.1,902.0,293.0,589.0,132.0,1256.0,1383.0,15.1,50.2,0.8543,Moderate
0.6,813.0,2.4,609.0,22.0,1016.0,33.0,1472.0,615.0,23.9,61.2,1.7871,Good
0.5,831.0,1.4,536.0,124.0,1157.0,95.0,721.0,767.0,-1.2,47.2,0.27,Good
2.9,1229.0,17.2,1216.0,273.0,598.0,130.0,1794.0,1106.0,29.0,39.6,1.5581,Poor
2.4,1195.0,10.5,996.0,127.0,802.0,100.0,1643.0,1128.0,19.2,42.7,0.9425,Moderate
1.1,930.0,5.7,795.0,135.0,883.0,85.0,1262.0,976.0,18.6,49.1,1.0435,Good
2.0851233094669848,1051.0,10.7,1002.0,81.0,715.0,85.0,1667.0,907.0,27.0,41.6,1.4596,Moderate
4.3,1479.0,16.5,1195.0,682.0,498.0,187.0,1510.0,1738.0,12.5,63.6,0.9193,Poor
1.9,1093.0,8.8,932.0,112.0,975.0,87.0,1454.0,776.0,13.4,41.0,0.6292,Moderate
1.7,1171.0,5.4,782.0,96.0,1178.0,82.5,1379.0,995.0,7.8,67.5,0.7173,Good
2.5,1306.0,10.2,986.0,138.0,1004.0,124.0,1554.0,1078.0,17.6,35.1,0.7012,Moderate
3.4,1124.0,19.7,1288.0,265.0,765.0,153.0,1863.0,1131.0,31.1,18.7,0.8302,Poor
4.4,1336.0,19.2,1274.0,745.0,524.0,145.0,1655.0,1547.0,14.3,66.1,1.0711,Poor
1.4,1052.0,5.1,766.0,169.0,1031.0,81.0,1301.0,796.0,13.8,80.4,1.2621,Good
2.5,1102.0,11.6,1035.0,110.0,672.0,111.0,1833.0,1004.0,31.5,43.5,1.9797,Moderate
1.8,1010.0,9.0,939.0,328.0,759.0,123.0,960.0,1027.0,14.5,18.0,0.2956,Moderate
0.7,927.0,4.7,747.0,58.0,830.0,34.0,1632.0,909.0,23.5,67.4,1.9305,Good
2.1,1179.0,7.3,868.0,330.0,664.0,155.0,1205.0,1240.0,4.4,82.0,0.6938,Good
1.9,1124.0,10.4,991.0,87.0,659.0,93.0,1791.0,1012.0,27.1,54.7,1.9284,Moderate
4.1,1326.0,19.7,1289.0,259.0,713.0,134.0,1805.0,1431.0,10.9,44.1,0.5748,Poor
5.6,1503.0,27.8,1498.0,1132.0,468.0,249.0,1748.0,1783.0,8.9,67.4,0.7714,Poor
2.3,1213.0,7.5,877.0,336.0,653.0,157.0,1206.0,1282.0,4.3,80.9,0.6791,Good
0.5,826.0,2.4,612.0,56.5,1111.0,45.5,1304.0,605.0,19.8,65.3,1.4894,Good
2.0,1121.0,9.3,950.0,126.0,686.0,95.0,1729.0,1022.0,31.2,41.9,1.871,Moderate
5.1,1581.0,25.5,1441.0,933.0,435.0,202.0,1838.0,1966.0,14.2,66.8,1.073,Poor
1.3,972.0,4.3,727.0,148.0,901.0,82.0,1004.0,853.0,3.5,80.8,0.6406,Good
3.8,1436.0,16.7,1201.0,659.0,507.0,197.0,1509.0,1459.0,5.6,80.4,0.7382,Poor
2.0,1109.0,9.3,951.0,210.0,663.0,77.0,1569.0,1075.0,20.8,71.7,1.7415,Moderate
0.9,926.0,3.3,671.0,135.0,2009.0,74.0,1097.0,791.0,8.9,79.2,0.9067,Good
0.8,859.0,2.4,615.0,104.0,1105.0,76.0,872.0,753.0,10.5,37.8,0.4799,Good
2.2,1012.0,7.4,873.0,368.0,820.0,166.0,984.0,985.0,8.1,37.9,0.41,Good
1.9,1285.0,7.3,868.0,146.0,1162.0,112.0,1536.0,799.0,8.3,76.4,0.8393,Good
1.2,874.0,7.3,871.0,241.0,890.0,82.0,1252.0,890.0,12.1,62.6,0.8825,Good
1.9,949.0,12.6,1068.0,144.0,819.0,106.0,1547.0,904.0,35.1,15.0,0.8381,Moderate
4.6,1475.0,22.0,1351.0,294.0,625.0,165.0,2005.0,1696.0,21.0,41.1,1.0104,Poor
2.2,1144.0,12.5,1066.0,120.0,903.0,99.0,1592.0,885.0,27.2,22.1,0.7811,Moderate
3.4,1457.0,13.2,1089.0,436.0,552.0,147.0,1383.0,1897.0,10.7,65.0,0.8378,Moderate
0.6,941.0,4.2,722.0,36.0,967.0,42.0,1573.0,698.0,23.0,54.6,1.5177,Good
2.7,1054.0,10.8,1006.0,457.0,735.0,145.0,1300.0,1018.0,10.5,62.2,0.7923,Moderate
3.9,1393.0,19.1,1271.0,461.0,526.0,135.0,1869.0,1442.0,22.9,61.6,1.7014,Poor
5.8,1398.0,30.3,1558.0,236.9796848547988,473.0,110.3925641359552,2051.0,1652.0,28.0,29.1,1.0846,Poor
2.8,1182.0,18.0,1240.0,183.0,720.0,167.0,1937.0,1307.0,39.5,18.3,1.2917,Poor
1.5,1049.0,6.5,836.0,79.0,926.0,73.0,1615.0,900.0,17.7,62.0,1.2458,Good
2.6,1343.0,13.4,1096.0,191.0,838.0,115.0,1586.0,1310.0,11.9,38.4,0.5341,Moderate
0.7,784.0,2.8,637.0,51.0,1314.0,54.0,1411.0,529.0,21.6,45.3,1.1533,Good
1.9,1112.0,10.1,980.0,131.0,923.0,99.0,1588.0,900.0,14.1,49.8,0.7971,Moderate
1.5,1204.0,6.3,827.0,239.0,621.0,127.0,1343.0,1169.0,15.3,73.3,1.2655,Good
2.7,1385.0,11.9,1045.0,448.0,495.0,159.0,1461.0,1571.0,17.0,56.6,1.0902,Moderate
1.3,1125.0,5.2,774.0,236.0,760.0,100.0,1204.0,1019.0,11.7,69.8,0.9612,Good
3.2,1193.0,12.3,1061.0,458.0,621.0,182.0,1257.0,1472.0,12.3,46.3,0.6597,Moderate
0.6,692.0,1.5,545.0,92.0,1346.0,70.0,697.0,500.0,9.0,23.1,0.2648,Good
1.3,897.0,6.8,848.0,157.0,890.0,90.0,1253.0,909.0,16.7,46.6,0.8793,Good
0.9,899.0,3.0,653.0,236.9796848547988,1037.0,110.3925641359552,1253.0,480.0,31.9,26.8,1.2477,Good
1.1,1005.0,6.2,822.0,232.0,794.0,150.0,1024.0,897.0,4.7,50.8,0.4398,Good
1.4,1115.0,5.3,777.0,203.0,748.0,134.0,1157.0,994.0,10.9,55.9,0.7312,Good
5.8,1476.0,20.4,1307.0,528.0,428.0,175.0,1673.0,1653.0,18.6,46.6,0.9858,Poor
1.5,987.0,6.6,838.0,177.0,804.0,88.0,1382.0,936.0,20.1,60.8,1.4152,Good
1.8,961.0,5.3,779.0,267.0,917.0,115.0,959.0,982.0,1.2,61.4,0.4159,Good
3.4,1305.0,19.7,1286.0,464.0,525.0,124.0,1771.0,1437.0,26.2,43.5,1.4591,Poor
0.0,769.0,0.3,412.0,28.0,1480.0,27.0,726.0,326.0,4.4,42.2,0.3571,Good
1.0,934.0,8.1,905.0,88.0,899.0,69.0,1675.0,953.0,20.5,54.8,1.3073,Moderate
1.4,1009.0,4.8,751.0,205.0,739.0,126.0,1218.0,931.0,14.6,67.3,1.1102,Good
1.0,999.0,3.7,692.0,58.0,1037.0,69.0,1588.0,777.0,16.4,79.2,1.4681,Good
1.5,967.0,5.3,776.0,188.0,829.0,133.0,929.0,616.0,14.0,28.1,0.4476,Good
2.4,986.0,9.8,971.0,218.0,876.0,68.0,1311.0,891.0,19.5,33.0,0.7384,Moderate
6.2,1704.0,29.1,1530.0,1071.0,507.0,213.0,1903.0,2097.0,15.7,58.9,1.0432,Poor
4.2,1129.0,18.5,1254.0,648.0,634.0,206.0,1369.0,1364.0,14.8,29.6,0.4965,Poor
2.8,1125.0,13.0,1083.0,116.0,874.0,93.0,1654.0,954.0,14.8,39.5,0.6595,Moderate
1.1,875.0,2.5,618.0,102.0,1032.0,74.0,948.0,555.0,8.6,51.5,0.5772,Good
2.8,1142.0,15.9,1175.0,312.0,676.0,148.0,1551.0,1107.0,27.7,25.1,0.9158,Moderate
1.6,1075.0,8.6,923.0,101.0,719.0,80.0,1806.0,908.0,26.0,61.9,2.0511,Moderate
0.3,949.0,4.8,754.0,38.0,1002.0,53.0,1325.0,551.0,40.1,13.6,0.9953,Good
1.0,925.0,6.4,830.0,71.0,879.0,74.0,1513.0,788.0,21.6,47.5,1.2118,Good
2.0,1234.0,9.2,947.0,241.0,593.0,130.0,1361.0,922.0,22.8,35.3,0.9693,Moderate
0.4,792.0,2.2,599.0,32.0,1261.0,45.0,1234.0,564.0,13.5,50.1,0.7706,Good
3.2,1323.0,13.1,1085.0,149.0,692.0,113.0,1902.0,1188.0,19.3,63.1,1.4028,Moderate
0.6,865.0,5.1,766.0,76.0,1279.0,75.0,1368.0,559.0,23.8,29.2,0.8499,Good
1.0,908.0,2.6,623.0,157.0,1055.0,74.0,1072.0,736.0,8.6,77.2,0.8617,Good
2.4,697.0,2.4,613.0,180.5,1286.0,105.5,718.0,590.0,10.4,19.2,0.242,Good
1.6,950.0,8.6,925.0,351.0,902.0,113.0,1459.0,948.0,23.5,41.6,1.1884,Moderate
3.5,1266.0,14.6,1137.0,205.0,726.0,129.0,1746.0,1370.0,14.1,49.6,0.7931,Moderate
1.0,940.0,4.2,722.0,164.0,921.0,120.0,879.0,643.0,9.3,33.8,0.3981,Good
1.7,1020.0,7.3,869.0,211.0,792.0,95.0,1409.0,869.0,17.1,77.9,1.5081,Good
1.8,1097.0,10.8,1006.0,120.0,799.0,116.0,1545.0,936.0,41.3,13.0,1.0154,Moderate
0.7,938.0,4.4,733.0,65.0,846.0,57.0,1607.0,946.0,21.4,75.5,1.9069,Good
1.9,1171.0,6.0,809.0,236.0,636.0,114.0,1376.0,964.0,14.1,81.4,1.3046,Good
1.8,1069.0,8.4,917.0,275.0,724.0,164.0,1044.0,935.0,11.6,30.9,0.4223,Moderate
1.8,1182.0,12.0,1051.0,211.0,828.0,89.0,1869.0,1205.0,19.6,66.7,1.5023,Moderate
1.1,914.0,3.7,694.0,191.0,883.0,85.0,1094.0,826.0,6.2,82.1,0.7825,Good
2.4,1100.0,6.7,841.0,309.0,773.0,89.0,1295.0,882.0,12.0,80.0,1.1167,Good
2.2,986.0,7.6,883.0,343.0,912.0,144.0,948.0,1013.0,5.6,42.0,0.3856,Good
5.5,1615.0,22.4,1362.0,833.0,442.0,195.0,1700.0,1917.0,12.6,65.2,0.9474,Poor
0.4,841.0,2.2,597.0,21.0,1236.0,33.0,1444.0,512.0,23.3,51.0,1.4346,Good
0.9,864.0,5.4,783.0,86.0,893.0,68.0,1445.0,838.0,21.3,47.0,1.1793,Good
2.6,1227.0,14.3,1125.0,227.0,674.0,147.0,1835.0,1470.0,30.5,32.9,1.4135,Moderate
0.6,811.0,2.9,644.0,76.0,1143.0,44.0,1289.0,655.0,18.2,60.8,1.2567,Good
2.4,1137.0,11.9,1047.0,229.0,679.0,123.0,1620.0,1138.0,23.6,53.6,1.5374,Moderate
3.1,1379.0,15.7,1169.0,473.0,476.0,166.0,1565.0,1656.0,20.2,42.1,0.984,Moderate
1.9,1028.0,6.4,831.0,320.0,771.0,136.0,1062.0,1054.0,3.4,71.3,0.5626,Good
0.7,900.0,2.7,634.0,47.0,1206.0,60.0,1307.0,835.0,11.1,63.2,0.8331,Good
2.2,1242.0,8.6,923.0,274.0,647.0,119.0,1250.0,1533.0,9.0,69.8,0.8039,Moderate
4.6,1168.0,25.0,1430.0,300.0,635.0,190.0,1900.0,1371.0,32.3,18.4,0.8753,Poor
1.4,892.0,7.4,874.0,119.0,923.0,106.0,1369.0,749.0,35.3,17.0,0.9546,Good
2.1,1098.0,9.8,970.0,145.0,877.0,103.0,1527.0,965.0,15.8,40.5,0.7241,Moderate
6.1,1562.0,30.3,1557.0,865.0,427.0,167.0,1916.0,1851.0,10.8,77.2,1.0021,Poor
4.4,1597.0,20.1,1299.0,274.0,752.0,149.0,1940.0,1626.0,12.1,53.3,0.7536,Poor
4.0,1073.0,16.5,1194.0,575.0,674.0,177.0,1249.0,1244.0,14.6,23.7,0.3903,Poor
2.8,1455.0,10.6,999.0,175.0,835.0,107.0,1713.0,1202.0,15.7,58.6,1.0396,Moderate
0.1,773.0,1.7,559.0,45.0,1386.0,51.0,1107.0,532.0,11.6,40.0,0.5462,Good
1.5,1068.0,6.7,844.0,185.0,767.0,63.0,1527.0,882.0,20.8,68.1,1.6585,Good
2.7,1065.0,16.6,1197.0,169.0,765.0,137.0,1851.0,1043.0,35.3,18.8,1.0572,Poor
1.5,1178.0,5.0,762.0,95.0,1327.0,92.0,1361.0,670.0,10.5,57.9,0.7352,Good
2.0851233094669848,1137.0,9.9,974.0,122.0,683.0,91.0,1715.0,1337.0,23.9,46.5,1.3637,Moderate
1.7,1147.0,9.6,964.0,165.0,668.0,60.0,1516.0,1115.0,20.6,62.0,1.4827,Moderate
2.1,1027.0,12.0,1048.0,171.0,719.0,93.0,1624.0,1134.0,27.1,32.4,1.1462,Moderate
0.6,922.0,1.5,541.0,45.0,1452.0,57.0,1246.0,431.0,13.3,53.6,0.8169,Good
0.7,880.0,2.4,609.0,101.0,2094.0,59.0,1149.0,711.0,12.0,78.0,1.094,Good
1.8,1099.0,9.1,943.0,236.9796848547988,730.0,110.3925641359552,1524.0,881.0,32.8,28.2,1.3842,Moderate
1.1,912.0,3.7,694.0,61.0,1196.0,58.0,1342.0,727.0,8.7,64.3,0.7267,Good
2.0851233094669848,1116.0,12.1,1052.0,148.0,671.0,137.0,1780.0,824.0,37.5,24.4,1.5515,Moderate
2.4,1117.0,8.9,934.0,357.0,720.0,153.0,1074.0,1205.0,10.9,35.9,0.468,Moderate
2.4,1119.0,10.2,984.0,311.0,688.0,90.0,1538.0,1081.0,20.1,66.7,1.5548,Moderate
2.1,1316.0,9.3,951.0,365.0,540.0,124.0,1443.0,1393.0,19.1,57.5,1.2569,Moderate
0.6,907.0,1.7,558.0,44.0,1477.0,66.0,1286.0,720.0,10.2,62.7,0.7813,Good
3.8,1408.0,13.1,1087.0,598.0,559.0,139.0,1504.0,1380.0,11.7,80.0,1.0938,Moderate
1.5,1151.0,9.6,964.0,134.0,799.0,73.0,1705.0,1095.0,14.5,65.7,1.0804,Moderate
3.7,1427.0,20.5,1310.0,531.0,503.0,114.0,1900.0,1593.0,22.3,59.3,1.5705,Poor
2.2,1094.0,10.6,1001.0,272.0,754.0,110.0,1536.0,1113.0,26.5,35.7,1.2149,Moderate
0.2,871.0,2.6,628.0,116.0,1009.0,86.0,856.0,559.0,4.2,46.8,0.39,Good
2.7,1144.0,12.7,1074.0,393.0,593.0,163.0,1185.0,1232.0,16.5,21.6,0.4012,Moderate
1.8,1108.0,7.9,895.0,287.0,629.0,137.0,1308.0,1027.0,20.9,42.5,1.037,Moderate
0.8,1034.0,7.5,877.0,78.0,976.0,69.0,1694.0,824.0,19.3,68.8,1.519,Good
1.9,1095.0,8.5,920.0,236.9796848547988,715.0,110.3925641359552,1533.0,987.0,24.3,45.4,1.365,Moderate
0.6,870.0,2.8,639.0,21.0,1062.0,35.0,1527.0,683.0,23.7,53.5,1.546,Good
0.5,877.0,5.6,793.0,253.0,944.0,132.0,950.0,924.0,3.2,57.0,0.4434,Good
1.0,900.0,6.5,834.0,102.0,1177.0,103.0,1407.0,737.0,20.1,35.0,0.8149,Good
2.1,1112.0,14.3,1127.0,117.0,675.0,99.0,1770.0,1440.0,26.9,32.6,1.1381,Moderate
2.0,1123.0,9.0,938.0,292.0,737.0,118.0,1125.0,1317.0,11.2,45.1,0.6004,Moderate
1.1,952.0,3.2,665.0,146.0,907.0,119.0,1007.0,702.0,4.0,79.3,0.6517,Good
2.6,1117.0,12.6,1070.0,438.0,638.0,149.0,1178.0,1288.0,14.4,28.9,0.4723,Moderate
2.6,1048.0,6.8,846.0,324.0,801.0,181.0,954.0,887.0,5.5,43.5,0.3963,Good
1.7,1132.0,6.6,837.0,384.0,693.0,208.0,1198.0,1061.0,7.7,67.6,0.7133,Good
2.3,991.0,9.0,939.0,337.0,815.0,117.0,1035.0,972.0,18.9,18.9,0.4091,Moderate
2.3,1195.0,12.8,1077.0,130.0,731.0,113.0,1860.0,1150.0,25.5,43.8,1.4095,Moderate
0.8,895.0,5.1,766.0,55.0,931.0,69.0,1462.0,985.0,25.7,33.9,1.1065,Good
2.5,1160.0,10.3,989.0,402.0,632.0,238.0,1253.0,1089.0,4.9,78.2,0.6826,Moderate
1.3,927.0,6.3,826.0,173.0,1021.0,94.0,1330.0,734.0,22.1,42.8,1.1265,Good
0.7,877.0,4.5,735.0,49.0,1076.0,65.0,1346.0,462.0,29.6,24.1,0.9831,Good
1.6,1013.0,8.1,904.0,236.9796848547988,816.0,110.3925641359552,1201.0,923.0,11.0,58.8,0.7705,Moderate
1.0,1004.0,8.5,918.0,293.0,751.0,177.0,1032.0,990.0,5.1,43.0,0.3821,Moderate
1.8,1131.0,8.8,932.0,104.0,854.0,86.0,1692.0,1048.0,19.4,54.6,1.2184,Moderate
1.5,982.0,4.1,713.0,202.0,878.0,158.0,904.0,746.0,7.5,43.8,0.4551,Good
1.1,959.0,3.2,665.0,63.0,1266.0,80.0,1223.0,544.0,11.9,46.5,0.6449,Good
2.0851233094669848,745.0,0.9,493.0,17.0,1522.0,31.0,1062.0,435.0,17.5,29.1,0.5773,Good
1.6,981.0,8.2,906.0,79.0,783.0,91.0,1560.0,1002.0,28.4,34.4,1.314,Moderate
2.3,1101.0,8.2,908.0,294.0,706.0,204.0,1024.0,1094.0,7.8,37.6,0.4004,Moderate
1.0,860.0,4.7,747.0,39.0,954.0,50.0,1344.0,532.0,34.3,22.5,1.1974,Good
3.0,989.0,10.0,977.0,389.0,750.0,190.0,927.0,1130.0,9.7,20.6,0.2488,Moderate
6.4,1654.0,29.0,1527.0,965.0,392.0,249.0,1757.0,2203.0,10.3,52.4,0.6578,Poor
0.5,840.0,4.0,713.0,84.0,1293.0,80.0,1356.0,558.0,18.4,43.9,0.9192,Good
3.3,1130.0,16.5,1194.0,172.0,725.0,125.0,1907.0,1008.0,29.0,33.4,1.3169,Poor
0.9,862.0,1.3,531.0,45.0,1097.0,36.0,1094.0,606.0,14.7,59.8,0.9968,Good
2.0,1213.0,9.8,969.0,119.0,777.0,100.0,1771.0,1075.0,18.7,64.6,1.3836,Moderate
4.1,1401.0,23.7,1396.0,231.0,644.0,168.0,2008.0,1401.0,27.7,24.8,0.9106,Poor
1.0,885.0,2.7,632.0,236.9796848547988,1070.0,110.3925641359552,1214.0,453.0,33.0,23.5,1.1583,Good
0.8,962.0,4.7,746.0,37.0,861.0,38.0,1605.0,711.0,27.1,54.4,1.9168,Good
2.7,1233.0,10.2,984.0,158.0,814.0,122.0,1571.0,794.0,30.2,22.6,0.9524,Moderate
1.3,1056.0,5.8,802.0,52.0,823.0,47.0,1620.0,670.0,38.0,30.7,2.0022,Good
1.0,972.0,2.7,631.0,44.0,1287.0,64.0,1239.0,540.0,14.8,40.8,0.6814,Good
1.1,915.0,6.7,843.0,81.0,891.0,97.0,1510.0,613.0,29.1,29.7,1.1751,Good
0.9,998.0,3.6,687.0,48.0,1228.0,63.0,1380.0,593.0,12.5,69.3,1.0029,Good
2.7,1184.0,14.1,1119.0,243.0,594.0,104.0,1806.0,911.0,31.4,35.4,1.5972,Moderate
1.5,1030.0,7.3,868.0,63.0,798.0,79.0,1634.0,689.0,29.0,46.1,1.8141,Good
3.9,1463.0,23.2,1382.0,545.0,439.0,181.0,1635.0,1726.0,22.7,25.5,0.6944,Poor
0.3,901.0,4.2,721.0,202.0,924.0,133.0,899.0,666.0,5.7,43.1,0.3984,Good
1.9,1133.0,8.3,911.0,336.0,706.0,181.0,998.0,1376.0,6.3,40.1,0.3842,Moderate
2.3,1077.0,14.0,1115.0,157.0,815.0,137.0,1761.0,1013.0,40.6,15.3,1.1485,Moderate
0.0,750.0,0.4,423.0,29.0,1583.0,29.0,726.0,302.0,5.5,42.4,0.3867,Good
2.1,1221.0,8.9,935.0,352.0,642.0,152.0,1323.0,1144.0,14.5,57.5,0.944,Moderate
2.5,1221.0,12.9,1079.0,201.0,741.0,111.0,1754.0,1366.0,21.4,45.0,1.1291,Moderate
4.3,1502.0,18.6,1255.0,696.0,559.0,154.0,1568.0,2043.0,13.4,69.0,1.0579,Poor
5.3,1658.0,27.1,1482.0,898.0,418.0,186.0,1893.0,2029.0,14.2,67.8,1.0879,Poor
1.5,1034.0,5.1,769.0,260.0,816.0,166.0,951.0,1048.0,4.9,52.0,0.4548,Good
0.4,919.0,2.2,601.0,87.0,973.0,79.0,920.0,924.0,3.9,65.5,0.5367,Good
2.8,1056.0,19.0,1267.0,187.0,786.0,108.0,1895.0,1111.0,30.5,24.2,1.0386,Poor
0.6,894.0,1.4,536.0,53.0,1414.0,56.0,1228.0,420.0,11.2,64.4,0.8537,Good
2.0,1105.0,8.9,935.0,132.0,957.0,96.0,1569.0,819.0,14.2,48.4,0.778,Moderate
0.9,863.0,3.0,650.0,236.9796848547988,1096.0,110.3925641359552,1193.0,442.0,34.5,19.3,1.0369,Good
0.1,762.0,2.0,581.0,41.0,1587.0,45.0,1276.0,434.0,17.9,46.1,0.9383,Good
3.7,1525.0,18.2,1246.0,202.0,821.0,145.0,1846.0,1447.0,14.4,43.4,0.7084,Poor
1.9,1084.0,10.7,1004.0,106.0,887.0,95.0,1453.0,815.0,21.0,25.4,0.6264,Moderate
1.1,904.0,2.8,639.0,154.0,1022.0,77.0,1151.0,681.0,11.3,81.0,1.0851,Good
0.7,970.0,3.6,687.0,60.5,1195.0,83.0,1350.0,968.0,13.9,53.9,0.8501,Good
4.8,1521.0,28.2,1508.0,303.0,542.0,126.0,2274.0,1827.0,18.2,46.2,0.9575,Poor
1.8,1140.0,8.8,931.0,226.0,689.0,71.0,1594.0,1013.0,22.0,67.0,1.7441,Moderate
0.7,810.0,3.4,674.0,32.0,975.0,45.0,1530.0,793.0,24.4,58.6,1.7714,Good
1.1,895.0,2.5,621.0,149.0,1012.0,114.0,803.0,470.0,10.0,35.5,0.4346,Good
0.2,1125.0,4.9,757.0,167.0,819.0,104.0,1241.0,867.0,9.8,81.9,0.9923,Good
3.1,1260.0,11.4,1029.0,492.0,638.0,122.0,1378.0,1354.0,10.5,75.4,0.9566,Moderate
2.4,1228.0,13.6,1102.0,112.0,627.0,95.0,1866.0,1320.0,27.8,43.3,1.5929,Moderate
1.6,1102.0,6.0,812.0,212.0,764.0,123.0,1203.0,1000.0,14.1,59.6,0.9563,Good
1.8,1207.0,7.5,878.0,103.0,1103.0,102.0,1489.0,872.0,21.4,30.2,0.7616,Good
4.6,1469.0,27.5,1491.0,327.0,555.0,95.0,2301.0,1560.0,12.7,65.6,0.962,Poor
2.1,1149.0,9.3,951.0,144.0,844.0,108.0,1577.0,1203.0,13.5,54.1,0.8351,Moderate
5.0,1446.0,22.4,1361.0,586.0,414.0,173.0,1776.0,1704.0,13.5,48.9,0.7553,Poor
2.4,1146.0,14.6,1135.0,456.0,736.0,99.0,1707.0,1113.0,20.2,55.6,1.3043,Moderate
1.1,953.0,6.4,830.0,88.0,985.0,86.0,1520.0,860.0,16.0,56.5,1.0166,Good
2.9,971.0,11.8,1043.0,404.0,764.0,148.0,1083.0,1037.0,16.0,20.8,0.3757,Moderate
