CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AirQualityCategory
2.9,1270.0,11.5,1031.0,484.0,618.0,235.0,1138.0,1463.0,5.4,51.8,0.4698,Moderate
5.0,1424.0,27.3,1486.0,506.0,522.0,218.0,2084.0,1536.0,32.2,28.8,1.3624,Poor
2.1,1120.0,9.0,940.0,305.0,657.0,200.0,1244.0,916.0,6.6,71.1,0.6973,Moderate
4.0,1294.0,21.2,1329.0,676.0,535.0,193.0,1363.0,1725.0,11.4,28.7,0.3865,Poor
2.1,1233.0,8.7,926.0,260.0,616.0,152.0,1292.0,916.0,21.7,35.1,0.8993,Moderate
0.3,688.0,0.7,470.0,36.0,1643.0,26.0,863.0,305.0,9.8,51.3,0.6225,Good
5.1,1350.0,20.3,1304.0,838.0,509.0,174.0,1382.0,1744.0,4.3,56.8,0.4768,Poor
0.6,847.0,3.7,692.0,41.0,1033.0,55.0,1411.0,733.0,25.5,35.7,1.1499,Good
1.2,969.0,4.0,709.0,150.0,832.0,100.0,1094.0,535.0,24.0,30.3,0.8925,Good
2.4,1202.0,16.9,1206.0,213.0,670.0,167.0,1807.0,1300.0,40.9,14.6,1.114,Poor
2.8,1229.0,12.6,1069.0,450.0,760.0,98.0,1430.0,1196.0,11.7,68.9,0.9439,Moderate
2.1,1006.0,10.8,1006.0,308.0,704.0,165.0,988.0,963.0,14.1,17.0,0.2729,Moderate
0.1,1021.0,3.3,670.0,135.0,932.0,104.0,1186.0,828.0,11.3,71.8,0.9577,Good
0.8,949.0,1.4,539.0,43.5,1456.0,71.0,1104.0,747.0,11.7,38.7,0.5298,Good
2.6,1389.0,13.7,1108.0,161.0,886.0,123.0,1711.0,1334.0,25.9,25.9,0.8503,Moderate
1.9,1222.0,7.5,879.0,269.0,683.0,172.0,1083.0,1367.0,9.4,44.7,0.5279,Good
0.9,822.0,2.7,631.0,186.0,1074.0,106.0,701.0,442.0,3.3,31.5,0.2464,Good
6.0,1536.0,25.7,1446.0,638.0,391.0,223.0,1855.0,1840.0,17.2,52.7,1.0285,Poor
1.0,889.0,2.7,634.0,149.0,951.0,102.0,856.0,470.0,16.3,30.0,0.5514,Good
1.0,934.0,6.5,836.0,58.0,908.0,80.0,1604.0,854.0,23.3,49.9,1.4135,Good
2.9,1228.0,16.3,1188.0,237.0,556.0,97.0,2033.0,1412.0,24.5,66.2,2.0011,Poor
4.6,1460.0,23.8,1397.0,240.0,629.0,129.0,2050.0,1627.0,18.1,40.3,0.8294,Poor
2.6,1135.0,11.9,1047.0,528.0,641.0,150.0,1174.0,1379.0,13.9,32.3,0.5117,Moderate
3.1,1191.0,11.7,1039.0,381.0,640.0,160.0,1441.0,1405.0,15.9,59.0,1.059,Moderate
1.8,1104.0,10.1,979.0,164.0,777.0,112.0,1744.0,979.0,34.6,27.7,1.4991,Moderate
0.7,890.0,4.3,726.0,151.0,917.0,50.0,1290.0,833.0,16.9,70.5,1.3504,Good
1.5,849.0,4.8,755.0,293.0,966.0,116.0,1050.0,713.0,12.1,46.5,0.653,Good
2.9,1139.0,15.2,1155.0,320.0,733.0,112.0,1659.0,1104.0,23.6,42.8,1.23,Moderate
3.1,1262.0,12.7,1073.0,708.0,613.0,282.0,1198.0,1403.0,2.0,63.6,0.4564,Moderate
4.5,1256.0,25.0,1430.0,255.0,660.0,170.0,2150.0,1380.0,30.8,27.2,1.1832,Poor
0.7,868.0,4.5,739.0,77.0,1296.0,70.0,1366.0,535.0,21.3,35.8,0.8975,Good
1.4,1006.0,9.4,956.0,73.0,763.0,105.0,1654.0,665.0,37.9,23.8,1.5392,Moderate
3.1,1362.0,16.4,1191.0,530.0,499.0,148.0,1501.0,1637.0,13.4,57.9,0.8895,Poor
0.4,757.0,1.9,580.0,22.0,1214.0,36.0,1373.0,530.0,22.1,44.3,1.1665,Good
5.2,1560.0,24.4,1413.0,251.0,593.0,149.0,2046.0,1642.0,19.6,35.5,0.8017,Poor
0.2,836.0,2.7,633.0,41.0,1199.0,56.0,1149.0,669.0,15.5,32.2,0.5641,Good
0.0,1122.0,6.0,810.0,180.0,640.0,91.0,1335.0,1122.0,16.2,71.2,1.3013,Good
8.7,1882.0,47.5,1920.0,1014.0,328.0,171.0,2609.0,2203.0,23.1,61.1,1.7082,Poor
3.0,1267.0,16.0,1179.0,511.0,545.0,69.0,1753.0,1294.0,18.2,72.8,1.5048,Moderate
0.9,899.0,3.1,659.0,156.0,989.0,121.0,806.0,581.0,8.6,32.8,0.3669,Good
2.5,1251.0,11.0,1014.0,475.0,750.0,127.0,1452.0,1070.0,12.3,78.9,1.1283,Moderate
0.4,784.0,2.4,611.0,18.0,1054.0,27.0,1443.0,613.0,22.5,61.8,1.6654,Good
2.0,1299.0,11.8,1043.0,110.0,776.0,107.0,1658.0,1375.0,18.8,47.7,1.0221,Moderate
2.7,1287.0,16.0,1178.0,167.0,717.0,150.0,1798.0,1074.0,32.4,20.4,0.9732,Moderate
4.3,1378.0,21.9,1348.0,214.0,645.0,162.0,1960.0,1372.0,26.4,30.1,1.0204,Poor
2.3,1109.0,12.7,1073.0,187.0,761.0,144.0,1733.0,1274.0,30.0,25.6,1.0674,Moderate
2.0851233094669848,889.0,3.9,702.0,48.0,1144.0,33.0,1601.0,751.0,19.7,65.3,1.4843,Good
4.3,1281.0,11.0,1012.0,354.0,544.0,141.0,1383.0,1286.0,17.4,50.6,0.9989,Moderate
2.1,1166.0,9.7,966.0,129.0,941.0,93.0,1519.0,1016.0,15.5,36.1,0.6313,Moderate
1.3,942.0,5.4,784.0,86.0,1065.0,77.0,1365.0,570.0,19.7,32.5,0.7396,Good
1.4,964.0,6.0,813.0,236.9796848547988,849.0,110.3925641359552,1369.0,688.0,29.4,28.3,1.1434,Good
1.6,1150.0,7.7,884.0,240.0,659.0,128.0,1222.0,903.0,20.0,33.0,0.7625,Good
1.4,1034.0,8.4,916.0,135.0,881.0,64.0,1606.0,967.0,11.3,70.4,0.9443,Moderate
1.4,1079.0,7.8,890.0,175.0,732.0,59.0,1476.0,1001.0,19.1,70.0,1.5366,Moderate
3.4,1248.0,16.0,1178.0,472.0,577.0,164.0,1258.0,1608.0,9.9,44.0,0.5381,Moderate
2.1,1032.0,11.7,1037.0,127.0,801.0,111.0,1690.0,825.0,36.2,18.6,1.0945,Moderate
3.0,1202.0,10.3,988.0,412.0,657.0,113.0,1350.0,1314.0,10.2,78.4,0.9757,Moderate
2.1,1126.0,8.2,907.0,108.0,956.0,106.0,1403.0,796.0,14.5,35.4,0.5839,Moderate
2.2,1089.0,14.1,1119.0,117.0,756.0,107.0,1811.0,902.0,32.4,25.7,1.2271,Moderate
0.9,854.0,3.1,658.0,42.0,1408.0,46.0,1107.0,368.0,22.0,19.0,0.4969,Good
1.6,1083.0,7.0,855.0,252.0,720.0,147.0,1010.0,974.0,8.2,41.8,0.4563,Good
0.4,948.0,2.3,606.0,104.0,883.0,73.0,1042.0,850.0,12.9,56.0,0.8292,Good
2.6,1111.0,13.1,1085.0,114.0,786.0,107.0,1802.0,823.0,33.2,23.7,1.1855,Moderate
2.0851233094669848,1246.0,14.3,1127.0,127.0,663.0,135.0,1761.0,1365.0,30.2,30.8,1.3008,Moderate
3.3,1338.0,16.7,1200.0,385.0,456.0,155.0,1670.0,1403.0,18.3,53.9,1.1252,Poor
5.9,1463.0,28.2,1507.0,650.0,467.0,136.0,2092.0,1669.0,20.3,66.7,1.5656,Poor
1.5,1075.0,4.6,744.0,220.0,801.0,149.0,1040.0,841.0,7.4,59.3,0.6123,Good
1.0,865.0,3.6,687.0,75.0,1190.0,78.0,1387.0,521.0,20.3,44.1,1.0392,Good
2.3,997.0,9.9,974.0,377.0,738.0,163.0,925.0,947.0,16.5,14.9,0.2775,Moderate
3.4,1161.0,12.6,1069.0,398.0,625.0,188.0,1228.0,1237.0,8.6,48.2,0.5385,Moderate
1.3,969.0,8.0,900.0,70.0,855.0,77.0,1558.0,646.0,26.1,33.7,1.1228,Moderate
0.3,1091.0,10.7,1004.0,64.0,669.0,98.0,1746.0,836.0,28.0,46.2,1.721,Moderate
2.0,1099.0,10.6,998.0,251.0,983.0,131.0,1360.0,1145.0,25.4,30.5,0.9722,Moderate
1.3,983.0,3.9,707.0,71.0,1131.0,73.0,1359.0,493.0,12.4,64.1,0.9209,Good
3.1,1340.0,15.9,1176.0,167.0,747.0,135.0,1824.0,1346.0,22.9,33.8,0.9322,Moderate
0.9,846.0,3.7,694.0,112.0,1152.0,70.0,1240.0,593.0,21.5,45.6,1.1528,Good
2.2,1202.0,13.2,1089.0,223.0,592.0,74.0,1655.0,1204.0,21.3,68.5,1.7164,Moderate
0.6,896.0,4.5,738.0,72.0,935.0,42.0,1470.0,843.0,19.1,76.0,1.6668,Good
2.8,1472.0,11.9,1046.0,424.0,521.0,148.0,1420.0,1411.0,8.7,83.7,0.9423,Moderate
4.5,1533.0,21.4,1334.0,985.0,465.0,218.0,1433.0,2118.0,5.8,54.1,0.502,Poor
4.2,1049.0,18.7,1260.0,539.0,662.0,164.0,1256.0,1268.0,13.7,22.9,0.3581,Poor
2.0851233094669848,1152.0,16.5,1194.0,116.0,627.0,137.0,1874.0,1038.0,33.3,28.7,1.4454,Poor
3.3,1271.0,21.1,1327.0,333.0,567.0,108.0,2084.0,1463.0,19.6,54.3,1.2278,Poor
1.9,1047.0,11.0,1013.0,127.0,885.0,96.0,1583.0,940.0,26.8,25.2,0.8721,Moderate
2.5,1081.0,13.5,1098.0,113.0,749.0,97.0,1854.0,1087.0,21.8,47.8,1.2325,Moderate
3.6,1172.0,17.2,1217.0,298.0,625.0,112.0,1945.0,1357.0,21.3,49.7,1.2452,Poor
4.8,1596.0,21.6,1341.0,829.0,436.0,162.0,1671.0,1990.0,9.1,67.5,0.7831,Poor
1.6,1282.0,6.7,844.0,79.0,1035.0,76.0,1538.0,766.0,19.5,42.3,0.9493,Good
0.1,896.0,4.2,722.0,201.0,987.0,108.0,953.0,958.0,3.7,57.9,0.4651,Good
0.9,855.0,3.3,669.0,46.0,1160.0,56.0,1427.0,670.0,13.7,69.4,1.0794,Good
3.1,1308.0,16.3,1189.0,566.0,534.0,273.0,1324.0,1655.0,7.7,49.8,0.5267,Poor
1.7,1071.0,8.9,935.0,209.0,695.0,63.0,1515.0,1249.0,17.9,72.4,1.4758,Moderate
0.8,939.0,1.8,568.0,100.0,1037.0,72.0,1054.0,656.0,12.4,62.6,0.8994,Good
2.6,1523.0,21.0,1323.0,620.0,451.0,136.0,1776.0,1502.0,12.8,71.8,1.0551,Poor
0.8,995.0,2.5,619.0,90.0,819.0,61.0,1238.0,612.0,18.6,62.1,1.3224,Good
3.3,1239.0,15.9,1175.0,196.0,613.0,174.0,1895.0,1262.0,36.0,28.0,1.6304,Moderate
0.0,1038.0,6.4,828.0,291.0,790.0,162.0,987.0,1115.0,5.0,47.5,0.418,Good
0.1,1077.0,3.8,700.0,146.0,760.0,103.0,1121.0,1105.0,9.8,68.0,0.8227,Good
2.7,1175.0,12.8,1076.0,337.0,633.0,112.0,1479.0,1279.0,15.3,63.1,1.0872,Moderate
2.3,1192.0,10.0,978.0,415.0,637.0,113.0,1273.0,1209.0,6.7,77.1,0.7597,Moderate
0.9,816.0,4.5,738.0,102.0,999.0,55.0,1187.0,792.0,12.5,63.2,0.9146,Good
0.7,877.0,3.0,654.0,27.0,1060.0,35.0,1471.0,443.0,33.0,37.3,1.8481,Good
1.1,840.0,3.1,661.0,185.0,1015.0,124.0,757.0,435.0,4.0,36.8,0.3016,Good
1.3,1157.0,8.6,922.0,142.0,673.0,62.0,1519.0,1071.0,21.9,61.5,1.5967,Moderate
6.3,1609.0,30.9,1572.0,765.0,380.0,242.0,1889.0,1931.0,18.0,36.0,0.7345,Poor
1.0,949.0,5.0,764.0,44.0,898.0,56.0,1578.0,572.0,35.9,32.1,1.8697,Good
4.0,1250.0,21.5,1336.0,298.0,632.0,148.0,2103.0,1506.0,25.6,35.8,1.1548,Poor
1.9,1096.0,9.2,947.0,115.0,871.0,113.0,1518.0,683.0,18.6,36.9,0.7829,Moderate
2.0851233094669848,1155.0,13.4,1095.0,125.0,712.0,130.0,1614.0,953.0,39.8,16.0,1.1444,Moderate
4.8,1434.0,25.0,1429.0,479.0,499.0,109.0,2072.0,1449.0,21.7,59.1,1.5115,Poor
0.9,1040.0,3.5,682.0,73.0,1112.0,69.0,1397.0,898.0,13.9,59.6,0.9408,Good
0.4,901.0,1.5,547.0,53.0,1063.0,48.0,1023.0,616.0,7.7,68.9,0.728,Good
2.6,1057.0,9.6,961.0,397.0,777.0,132.0,1058.0,1152.0,6.0,47.6,0.4488,Moderate
2.3,1322.0,9.9,973.0,147.0,863.0,111.0,1712.0,1125.0,16.2,55.4,1.0132,Moderate
2.2,1189.0,12.4,1064.0,247.0,609.0,74.0,1683.0,1830.0,23.1,61.3,1.7131,Moderate
2.6,1126.0,9.6,962.0,345.0,751.0,125.0,1119.0,1388.0,10.6,51.2,0.6541,Moderate
2.2,1147.0,11.8,1042.0,122.0,933.0,108.0,1538.0,830.0,18.7,26.0,0.5555,Moderate
0.5,986.0,4.6,744.0,61.0,959.0,66.0,1426.0,887.0,16.5,53.5,0.9928,Good
1.9,1208.0,6.9,853.0,98.0,1059.0,89.0,1506.0,646.0,20.3,38.0,0.8942,Good
0.9,862.0,2.4,610.0,130.0,1088.0,68.0,1086.0,695.0,13.1,62.4,0.9366,Good
0.6,841.0,0.7,470.0,63.0,1310.0,58.5,708.0,289.0,5.3,51.0,0.4563,Good
1.9,1132.0,10.2,983.0,110.0,838.0,92.0,1896.0,975.0,26.6,47.6,1.6315,Moderate
0.4,726.0,2.1,590.0,22.0,1263.0,34.0,1386.0,579.0,17.2,57.9,1.127,Good
6.9,1765.0,37.6,1720.0,1345.0,361.0,245.0,1880.0,2515.0,9.1,53.8,0.6216,Poor
1.4,1022.0,8.0,899.0,100.0,845.0,97.0,1588.0,820.0,23.4,43.2,1.229,Moderate
1.0,892.0,3.3,671.0,146.0,1011.0,73.0,1111.0,705.0,13.1,64.3,0.9628,Good
1.3,972.0,4.5,739.0,81.0,1186.0,87.0,1353.0,589.0,10.4,61.1,0.7717,Good
3.1,1274.0,15.4,1160.0,606.0,587.0,133.0,1411.0,1372.0,6.9,73.7,0.7348,Moderate
1.8,1104.0,15.7,1170.0,150.0,827.0,128.0,1803.0,968.0,28.1,29.8,1.1132,Moderate
0.7,773.0,2.1,590.0,64.0,1151.0,42.0,1043.0,532.0,16.1,49.8,0.9021,Good
0.7,811.0,3.2,663.0,79.0,1211.0,57.0,1214.0,518.0,21.1,44.5,1.098,Good
0.6,901.0,2.0,586.0,135.0,992.0,88.0,978.0,510.0,13.7,47.4,0.7412,Good
0.8,955.0,6.0,813.0,42.0,845.0,59.0,1543.0,1093.0,28.0,39.8,1.4803,Good
1.8,1139.0,13.8,1109.0,159.0,1117.0,135.0,1435.0,1291.0,28.8,21.1,0.8193,Moderate
1.2,985.0,3.6,690.0,204.0,878.0,97.0,1055.0,902.0,7.7,71.9,0.7575,Good
3.3,1015.0,5.3,779.0,254.0,797.0,144.0,1004.0,1059.0,4.6,64.4,0.5525,Good
3.0,1415.0,19.3,1277.0,795.0,483.0,210.0,1398.0,1869.0,11.1,38.4,0.5066,Poor
0.9,991.0,3.0,655.0,166.5,875.0,118.0,887.0,1220.0,3.6,49.7,0.396,Good
2.8,1144.0,15.7,1169.0,157.0,750.0,123.0,1894.0,1376.0,26.7,35.4,1.2233,Moderate
0.7,923.0,2.5,616.0,83.0,874.0,63.0,1168.0,790.0,13.9,68.7,1.0892,Good
2.4,1305.0,12.9,1079.0,278.0,602.0,105.0,1667.0,1285.0,25.4,47.4,1.517,Moderate
3.2,1114.0,12.2,1057.0,388.0,777.0,135.0,1301.0,1078.0,15.1,45.4,0.7759,Moderate
1.3,1258.0,15.1,1151.0,564.0,610.0,196.0,1164.0,1568.0,8.2,36.8,0.4016,Moderate
1.3,901.0,2.2,598.0,146.0,1022.0,108.0,824.0,514.0,3.8,46.5,0.3762,Good
4.0,1571.0,22.9,1374.0,679.0,411.0,155.0,1762.0,1770.0,11.7,61.7,0.8483,Poor
1.5,1014.0,5.7,797.0,99.0,1083.0,106.0,1376.0,909.0,10.6,56.1,0.714,Good
0.8,885.0,1.8,567.0,81.0,1014.0,71.0,992.0,438.0,15.6,47.1,0.8273,Good
2.8,1180.0,11.1,1019.0,472.0,655.0,199.0,1054.0,1629.0,5.1,36.4,0.323,Moderate
0.3,677.0,0.4,427.0,24.0,1771.0,20.0,853.0,285.0,9.5,52.2,0.6198,Good
3.1,1347.0,15.3,1157.0,376.0,564.0,88.0,1810.0,1307.0,23.8,65.0,1.8897,Moderate
0.0,757.0,0.2,388.0,20.0,1784.0,20.0,764.0,273.0,3.7,56.3,0.453,Good
2.7,1283.0,11.7,1038.0,499.0,548.0,168.0,1307.0,1723.0,14.7,41.2,0.6857,Moderate
1.7,905.0,8.8,930.0,124.0,875.0,90.0,1460.0,775.0,28.3,21.3,0.8054,Moderate
2.1,1109.0,7.0,855.0,244.0,786.0,121.0,1220.0,866.0,12.9,72.1,1.0658,Good
3.4,1316.0,18.3,1247.0,667.0,558.0,182.0,1359.0,1570.0,0.9,59.1,0.3913,Poor
0.4,1078.0,3.9,703.0,231.0,765.0,145.0,1076.0,897.0,10.2,55.8,0.6927,Good
3.0,1307.0,19.1,1270.0,240.0,515.0,84.0,2191.0,1403.0,22.5,74.9,2.019,Poor
5.3,1573.0,25.3,1435.0,679.0,406.0,206.0,1746.0,2055.0,12.8,46.2,0.6794,Poor
1.2,959.0,5.0,763.0,56.0,976.0,58.0,1561.0,549.0,31.9,30.3,1.4125,Good
1.1,938.0,4.8,753.0,74.0,1168.0,64.0,1383.0,797.0,8.1,70.4,0.7609,Good
0.9,886.0,5.3,777.0,51.0,977.0,58.0,1387.0,500.0,27.2,28.2,1.0013,Good
2.4,1165.0,11.8,1042.0,125.0,716.0,120.0,1644.0,1187.0,26.8,29.9,1.0402,Moderate
0.7,826.0,1.4,532.0,129.0,1197.0,91.0,774.0,488.0,4.6,38.1,0.3267,Good
1.0,917.0,4.6,742.0,110.0,905.0,53.0,1386.0,720.0,19.9,68.4,1.5673,Good
2.9,1285.0,10.5,996.0,472.0,643.0,167.0,1217.0,1827.0,8.9,54.8,0.6244,Moderate
1.5,882.0,6.3,825.0,280.0,952.0,125.0,909.0,799.0,7.9,36.4,0.3889,Good
0.6,913.0,4.3,725.0,38.0,948.0,49.0,1550.0,779.0,21.2,56.8,1.4094,Good
2.6,1115.0,10.9,1011.0,452.0,650.0,141.0,1230.0,1161.0,4.0,78.5,0.645,Moderate
2.4,1147.0,15.0,1149.0,329.0,924.0,152.0,1473.0,1046.0,35.4,16.6,0.9385,Moderate
2.2,1134.0,11.1,1016.0,268.0,723.0,107.0,1632.0,981.0,18.3,75.4,1.5682,Moderate
1.6,1017.0,5.8,804.0,287.0,807.0,173.0,957.0,1032.0,6.3,45.8,0.4408,Good
1.7,1145.0,10.1,982.0,201.0,672.0,71.0,1518.0,1136.0,20.4,66.7,1.583,Moderate
0.9,847.0,5.5,787.0,112.0,1202.0,85.0,1162.0,597.0,22.3,17.0,0.4513,Good
2.4,1138.0,14.3,1127.0,133.0,681.0,110.0,1737.0,1489.0,27.8,29.9,1.1018,Moderate
5.5,1599.0,34.0,1641.0,684.0,439.0,137.0,2430.0,1775.0,21.9,60.2,1.56,Poor
1.6,1020.0,7.2,866.0,139.0,906.0,90.0,1553.0,798.0,17.6,49.7,0.9944,Good
2.1,1082.0,10.7,1002.0,95.0,787.0,112.0,1524.0,841.0,34.0,19.2,1.0073,Moderate
2.3,1237.0,13.1,1087.0,150.0,635.0,116.0,1882.0,1306.0,32.7,34.5,1.6798,Moderate
2.2,1056.0,3.3,671.0,116.0,768.0,86.0,1183.0,829.0,15.4,62.0,1.0793,Good
0.3,790.0,0.6,458.0,42.0,1421.0,40.0,809.0,390.0,6.6,51.3,0.5026,Good
1.5,895.0,5.9,808.0,286.0,882.0,78.0,1257.0,787.0,15.4,53.2,0.9246,Good
1.3,1019.0,4.5,736.0,212.0,853.0,93.0,1069.0,922.0,8.1,68.0,0.7396,Good
2.0851233094669848,1038.0,8.0,899.0,92.0,714.0,87.0,1717.0,913.0,27.3,51.5,1.844,Moderate
1.6,1006.0,5.7,798.0,253.0,793.0,154.0,942.0,866.0,9.3,34.6,0.405,Good
0.8,885.0,2.1,589.0,82.0,974.0,69.0,1000.0,443.0,15.1,47.6,0.8139,Good
2.5,1039.0,16.0,1180.0,184.0,832.0,127.0,1815.0,1046.0,33.7,21.3,1.0988,Moderate
1.1,1011.0,5.2,774.0,49.0,899.0,53.0,1547.0,562.0,36.6,28.2,1.697,Good
1.8,1089.0,6.4,829.0,223.0,744.0,98.0,1124.0,1056.0,7.1,73.9,0.7515,Good
1.7,933.0,8.4,913.0,324.0,872.0,111.0,1016.0,833.0,18.1,20.8,0.4274,Moderate
1.5,1016.0,9.6,963.0,91.0,775.0,95.0,1661.0,810.0,22.2,49.5,1.3081,Moderate
3.8,1125.0,19.4,1278.0,241.0,661.0,154.0,1840.0,1255.0,32.0,20.1,0.9364,Poor
1.4,970.0,3.4,676.0,166.0,887.0,113.0,930.0,612.0,21.1,23.7,0.5875,Good
3.1,1485.0,17.6,1229.0,551.0,476.0,207.0,1449.0,1911.0,10.0,53.1,0.6495,Poor
3.6,1325.0,9.7,967.0,490.0,577.0,215.0,1173.0,1699.0,5.0,66.6,0.5871,Moderate
0.8,974.0,2.2,598.0,63.0,1267.0,73.0,1292.0,536.0,13.4,56.0,0.8576,Good
2.0851233094669848,1298.0,17.2,1214.0,253.0,539.0,185.0,2068.0,1404.0,29.1,45.5,1.7998,Poor
1.7,1094.0,7.2,864.0,372.0,707.0,140.0,1060.0,1223.0,2.0,65.3,0.4688,Good
3.4,1331.0,15.5,1163.0,445.0,548.0,134.0,1663.0,1522.0,18.8,62.7,1.3506,Moderate
1.2,1055.0,5.1,770.0,216.0,780.0,147.0,1029.0,1174.0,5.1,65.4,0.5797,Good
4.2,1609.0,19.6,1286.0,277.0,757.0,165.0,1922.0,1611.0,15.8,42.4,0.7569,Poor
3.2,1263.0,14.7,1138.0,412.0,578.0,86.0,1732.0,1244.0,20.4,71.6,1.7004,Moderate
2.4,1070.0,7.7,884.0,284.0,740.0,133.0,1297.0,1089.0,15.7,60.9,1.0774,Good
1.5,1102.0,7.0,856.0,229.0,680.0,123.0,1182.0,946.0,17.9,38.8,0.7883,Good
1.0,1001.0,3.9,704.0,105.0,1472.0,69.0,1202.0,752.0,16.0,61.6,1.1127,Good
3.5,1335.0,21.1,1326.0,188.0,673.0,125.0,1922.0,1254.0,26.3,27.5,0.9306,Poor
2.3,1132.0,15.6,1166.0,168.0,652.0,108.0,1827.0,1228.0,21.3,48.4,1.2119,Moderate
1.8,1008.0,9.4,953.0,92.0,891.0,92.0,1625.0,833.0,15.6,58.3,1.0266,Moderate
4.6,1428.0,21.2,1329.0,250.0,593.0,141.0,2101.0,1601.0,19.1,52.3,1.1486,Poor
1.4,882.0,5.0,765.0,203.0,922.0,116.0,815.0,582.0,1.9,35.0,0.2494,Good
2.4,1358.0,14.3,1127.0,433.0,545.0,170.0,1344.0,1611.0,14.7,37.2,0.618,Moderate
1.9,1180.0,7.5,876.0,242.0,680.0,128.0,1297.0,1131.0,14.0,60.4,0.9622,Good
1.4,1024.0,7.9,896.0,70.0,738.0,55.0,1693.0,822.0,29.9,44.7,1.8511,Moderate
2.3,1200.0,11.4,1027.0,316.0,759.0,121.0,1415.0,1199.0,17.9,51.4,1.0488,Moderate
1.9,1116.0,10.9,1011.0,249.0,698.0,125.0,1444.0,1289.0,19.7,49.3,1.1148,Moderate
0.2,814.0,4.2,722.0,41.0,1378.0,46.0,1255.0,470.0,32.0,15.0,0.7028,Good
1.1,814.0,4.6,742.0,54.0,1182.0,21.0,1094.0,536.0,22.1,24.8,0.6514,Good
0.8,835.0,3.6,690.0,122.0,1182.0,71.0,1257.0,621.0,20.1,47.8,1.1144,Good
0.6,868.0,2.2,596.0,74.5,1092.0,49.5,1275.0,578.0,18.7,73.5,1.5664,Good
0.2,812.0,1.2,521.0,22.5,1412.0,36.5,1233.0,469.0,21.2,32.9,0.8178,Good
1.4,952.0,6.1,816.0,241.0,871.0,156.0,891.0,603.0,28.9,9.9,0.3866,Good
3.1,1325.0,16.3,1189.0,623.0,530.0,126.0,1508.0,1391.0,8.2,74.9,0.8184,Poor
0.7,894.0,1.3,524.0,30.5,1557.0,48.5,1095.0,397.0,10.1,47.8,0.5913,Good
1.6,980.0,10.0,977.0,79.0,857.0,72.0,1681.0,834.0,17.7,56.9,1.1392,Moderate
4.1,1183.0,21.6,1341.0,266.0,627.0,187.0,1880.0,1395.0,32.4,21.5,1.0303,Poor
1.2,938.0,2.8,639.0,104.0,1019.0,83.0,1058.0,776.0,9.7,70.9,0.8539,Good
2.3,1176.0,8.4,917.0,157.0,866.0,95.0,1559.0,1151.0,12.0,67.9,0.9523,Moderate
0.6,842.0,4.0,711.0,77.0,1303.0,77.0,1343.0,547.0,18.9,42.1,0.9081,Good
3.9,1321.0,15.7,1170.0,760.0,531.0,157.0,1488.0,1539.0,9.7,70.1,0.8432,Moderate
1.3,988.0,5.0,762.0,326.0,793.0,108.0,1076.0,958.0,5.3,80.4,0.7234,Good
1.5,1034.0,7.3,867.0,77.0,832.0,86.0,1653.0,775.0,27.7,43.4,1.5833,Good
1.3,1029.0,8.1,903.0,236.9796848547988,708.0,110.3925641359552,1459.0,991.0,29.1,36.7,1.4502,Moderate
1.7,1140.0,8.1,904.0,225.0,645.0,125.0,1248.0,888.0,20.1,32.9,0.7672,Moderate
0.8,822.0,1.8,567.0,43.0,1366.0,57.0,1262.0,698.0,8.3,75.6,0.8302,Good
1.3,844.0,3.9,705.0,167.0,1035.0,91.0,985.0,701.0,11.3,41.8,0.561,Good
1.1,988.0,6.1,814.0,74.0,908.0,87.0,1512.0,920.0,15.5,59.9,1.0498,Good
0.7,801.0,2.7,632.0,90.0,1488.0,60.0,939.0,482.0,14.7,37.5,0.622,Good
1.3,1072.0,4.7,745.0,73.0,1071.0,84.0,1359.0,788.0,15.0,46.1,0.7833,Good
1.2,975.0,8.4,915.0,117.0,1043.0,117.0,1514.0,880.0,22.3,33.6,0.8913,Moderate
0.5,812.0,1.6,549.0,55.0,1212.0,43.0,1079.0,530.0,13.8,64.0,1.0042,Good
1.9,1192.0,10.4,993.0,105.0,758.0,78.0,1780.0,1163.0,19.0,58.0,1.2581,Moderate
2.0851233094669848,895.0,3.3,671.0,19.0,941.0,36.0,1468.0,702.0,27.1,47.4,1.6809,Good
1.5,1042.0,5.9,805.0,258.5,798.0,88.5,1154.0,992.0,9.1,72.9,0.8429,Good
1.4,929.0,4.2,720.0,198.0,923.0,120.0,955.0,912.0,4.5,62.7,0.5343,Good
0.9,933.0,4.7,747.0,51.0,947.0,52.0,1550.0,628.0,31.6,35.5,1.6269,Good
4.1,1420.0,25.0,1429.0,525.0,512.0,81.0,2193.0,1509.0,20.4,72.8,1.7198,Poor
1.0,897.0,4.6,741.0,93.0,914.0,50.0,1345.0,795.0,18.1,65.2,1.343,Good
2.8,1098.0,7.0,858.0,362.0,792.0,118.0,1211.0,1006.0,8.2,78.4,0.8561,Good
11.9,2007.0,50.6,1980.0,1389.0,324.0,220.0,2562.0,2341.0,12.4,74.7,1.0741,Poor
1.5,1066.0,6.9,854.0,101.0,802.0,61.0,1711.0,928.0,33.4,39.9,2.0177,Good
